SituationID,SituationTitle,Genre,Character,CharacterID,Entity,Technology,Verb
2800,"Agency (Eunice's drones)","Narrative, Novel",Verity,2797,,,Seeing
2800,"Agency (Eunice's drones)","Narrative, Novel",,,,"Drones, Facial recognition","Seeing, Identifying, Analysing"
2800,"Agency (Eunice's drones)","Narrative, Novel",,,,"Drones, Facial recognition","Seeing, Identifying, Analysing"
2800,"Agency (Eunice's drones)","Narrative, Novel",,,,"Drones, Facial recognition","Seeing, Identifying, Analysing"
2800,"Agency (Eunice's drones)","Narrative, Novel",Eunice/UNISS,2796,,,"Seeing, Analysing, Sharing, Communicating"
2800,"Agency (Eunice's drones)","Narrative, Novel",Eunice/UNISS,2796,,,"Seeing, Analysing, Sharing, Communicating"
2800,"Agency (Eunice's drones)","Narrative, Novel",Eunice/UNISS,2796,,,"Seeing, Analysing, Sharing, Communicating"
2800,"Agency (Eunice's drones)","Narrative, Novel",Eunice/UNISS,2796,,,"Seeing, Analysing, Sharing, Communicating"
2799,"Agency (Night vision)","Narrative, Novel",,,,"AI, Augmented reality","Processing, Revealing"
2799,"Agency (Night vision)","Narrative, Novel",,,,"AI, Augmented reality","Processing, Revealing"
2799,"Agency (Night vision)","Narrative, Novel",Verity,2797,,,Seeing
2799,"Agency (Night vision)","Narrative, Novel",,,,,
2799,"Agency (Night vision)","Narrative, Novel",Eunice/UNISS,2796,,,"Processing, Interpreting"
2799,"Agency (Night vision)","Narrative, Novel",Eunice/UNISS,2796,,,"Processing, Interpreting"
2795,"Wool (Visor showing fake view)","Narrative, Novel",Holston,2789,,,"Deceived, Dying"
2795,"Wool (Visor showing fake view)","Narrative, Novel",Holston,2789,,,"Deceived, Dying"
2795,"Wool (Visor showing fake view)","Narrative, Novel",,,,"Image generation",Deceiving
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,,,,Holograms,"Broadcasting, Generating, Disguising"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,"Dalton Woolfe",2794,,,"Targeted, Threatened, Communicating, Killed"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,,,,Holograms,"Broadcasting, Generating, Disguising"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,"Sabine Brandt",2792,,,"Broadcasted, Threatening, Disguised, Communicating, Killing, Bombing"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,,,,Holograms,"Broadcasting, Generating, Disguising"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,"Sabine Brandt",2792,,,"Broadcasted, Threatening, Disguised, Communicating, Killing, Bombing"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,,,,Drones,"Targeting, Killing"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,"Sabine Brandt",2792,,,"Broadcasted, Threatening, Disguised, Communicating, Killing, Bombing"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,,,,Drones,"Targeting, Killing"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,"Sabine Brandt",2792,,,"Broadcasted, Threatening, Disguised, Communicating, Killing, Bombing"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,"Dalton Woolfe",2794,,,"Targeted, Threatened, Communicating, Killed"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,"Sabine Brandt",2792,,,"Broadcasted, Threatening, Disguised, Communicating, Killing, Bombing"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,"Dalton Woolfe",2794,,,"Targeted, Threatened, Communicating, Killed"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,"Sabine Brandt",2792,,,"Broadcasted, Threatening, Disguised, Communicating, Killing, Bombing"
2791,"Watch Dogs: Legion (Holographic broadcast ends with bombing)",Game,"Dalton Woolfe",2794,,,"Targeted, Threatened, Communicating, Killed"
2793,"Wool (Watching outdoors on screens)","Narrative, Novel",Holston,2789,,,"Suspecting, Looking"
2793,"Wool (Watching outdoors on screens)","Narrative, Novel",,,,"Filtering, Image generation","Deceiving, Breaking"
2793,"Wool (Watching outdoors on screens)","Narrative, Novel",,,,"Filtering, Image generation","Deceiving, Breaking"
2793,"Wool (Watching outdoors on screens)","Narrative, Novel",Holston,2789,,,"Suspecting, Looking"
2785,"Watch Dogs: Legion (AR reconstruction analysis)",Game,,,,"AI, Augmented reality","Reconstructing, Analysed"
2785,"Watch Dogs: Legion (AR reconstruction analysis)",Game,Bagley,2787,,,"Instructing, Analysing"
2785,"Watch Dogs: Legion (AR reconstruction analysis)",Game,,,,"AI, Augmented reality","Reconstructing, Analysed"
2785,"Watch Dogs: Legion (AR reconstruction analysis)",Game,Bagley,2787,,,"Instructing, Analysing"
2785,"Watch Dogs: Legion (AR reconstruction analysis)",Game,,,,"Non-Visible Spectrum","Differentiating, Analysed, Highlighting"
2785,"Watch Dogs: Legion (AR reconstruction analysis)",Game,,,,"Non-Visible Spectrum","Differentiating, Analysed, Highlighting"
2785,"Watch Dogs: Legion (AR reconstruction analysis)",Game,,,,"Non-Visible Spectrum","Differentiating, Analysed, Highlighting"
2785,"Watch Dogs: Legion (AR reconstruction analysis)",Game,"DedSec Operative",2786,,,"Reconstructing, Analysing, Instructed"
2785,"Watch Dogs: Legion (AR reconstruction analysis)",Game,,,,"Camera, Cameraphone, Drones, Ocular implant, Surveillance cameras, UGV","Recording, Replayed"
2785,"Watch Dogs: Legion (AR reconstruction analysis)",Game,"DedSec Operative",2786,,,"Reconstructing, Analysing, Instructed"
2785,"Watch Dogs: Legion (AR reconstruction analysis)",Game,,,,"Camera, Cameraphone, Drones, Ocular implant, Surveillance cameras, UGV","Recording, Replayed"
2785,"Watch Dogs: Legion (AR reconstruction analysis)",Game,"DedSec Operative",2786,,,"Reconstructing, Analysing, Instructed"
2784,"Watch Dogs: Legion (Hacking London's surveillance network)",Game,"DedSec Operative",2786,,,"Hacking, Controlling, Subverting, Disabling, Destroying"
2784,"Watch Dogs: Legion (Hacking London's surveillance network)",Game,"DedSec Operative",2786,,,"Hacking, Controlling, Subverting, Disabling, Destroying"
2784,"Watch Dogs: Legion (Hacking London's surveillance network)",Game,"DedSec Operative",2786,,,"Hacking, Controlling, Subverting, Disabling, Destroying"
2784,"Watch Dogs: Legion (Hacking London's surveillance network)",Game,,,,"Drones, Ocular implant, Surveillance cameras, UGV, Webcams","Hacked, Controlled, Disabled, Destroyed, Extending"
2784,"Watch Dogs: Legion (Hacking London's surveillance network)",Game,"DedSec Operative",2786,,,"Hacking, Controlling, Subverting, Disabling, Destroying"
2784,"Watch Dogs: Legion (Hacking London's surveillance network)",Game,,,,"Drones, Ocular implant, Surveillance cameras, UGV, Webcams","Hacked, Controlled, Disabled, Destroyed, Extending"
2784,"Watch Dogs: Legion (Hacking London's surveillance network)",Game,"DedSec Operative",2786,,,"Hacking, Controlling, Subverting, Disabling, Destroying"
2784,"Watch Dogs: Legion (Hacking London's surveillance network)",Game,,,,"Drones, Ocular implant, Surveillance cameras, UGV, Webcams","Hacked, Controlled, Disabled, Destroyed, Extending"
2784,"Watch Dogs: Legion (Hacking London's surveillance network)",Game,,,"Government, Law enforcement, Military",,Subverted
2784,"Watch Dogs: Legion (Hacking London's surveillance network)",Game,,,,"Drones, Ocular implant, Surveillance cameras, UGV, Webcams","Hacked, Controlled, Disabled, Destroyed, Extending"
2784,"Watch Dogs: Legion (Hacking London's surveillance network)",Game,,,,"Drones, Ocular implant, Surveillance cameras, UGV, Webcams","Hacked, Controlled, Disabled, Destroyed, Extending"
2783,"Compis (The coolness algorithm)","Narrative, Novel",Leo,2779,,,"Explaining, Evaluated, Winning"
2783,"Compis (The coolness algorithm)","Narrative, Novel",Leo,2779,,,"Explaining, Evaluated, Winning"
2783,"Compis (The coolness algorithm)","Narrative, Novel",Leo,2779,,,"Explaining, Evaluated, Winning"
2783,"Compis (The coolness algorithm)","Narrative, Novel",,,,"Machine learning","Evaluating, Ranking, Surveilling, Broadcasting"
2783,"Compis (The coolness algorithm)","Narrative, Novel",,,,"Machine learning","Evaluating, Ranking, Surveilling, Broadcasting"
2783,"Compis (The coolness algorithm)","Narrative, Novel",Compis,2782,,,"Confused, Evaluated, Failing"
2783,"Compis (The coolness algorithm)","Narrative, Novel",,,,"Machine learning","Evaluating, Ranking, Surveilling, Broadcasting"
2783,"Compis (The coolness algorithm)","Narrative, Novel",Compis,2782,,,"Confused, Evaluated, Failing"
2783,"Compis (The coolness algorithm)","Narrative, Novel",,,,"Machine learning","Evaluating, Ranking, Surveilling, Broadcasting"
2783,"Compis (The coolness algorithm)","Narrative, Novel",Compis,2782,,,"Confused, Evaluated, Failing"
2781,"Compis (Leo stumbles)","Narrative, Novel",,,,Drones,Recording
2781,"Compis (Leo stumbles)","Narrative, Novel",Fredrik,2780,,,"Filming, Directing"
2781,"Compis (Leo stumbles)","Narrative, Novel",Fredrik,2780,,,"Filming, Directing"
2781,"Compis (Leo stumbles)","Narrative, Novel",,,,"Machine learning","Evaluating, Surveilling"
2781,"Compis (Leo stumbles)","Narrative, Novel",Leo,2779,,,"Evaluated, Walking, Stumbling, Filmed"
2781,"Compis (Leo stumbles)","Narrative, Novel",,,,"Machine learning","Evaluating, Surveilling"
2781,"Compis (Leo stumbles)","Narrative, Novel",Leo,2779,,,"Evaluated, Walking, Stumbling, Filmed"
2781,"Compis (Leo stumbles)","Narrative, Novel",Leo,2779,,,"Evaluated, Walking, Stumbling, Filmed"
2781,"Compis (Leo stumbles)","Narrative, Novel",Leo,2779,,,"Evaluated, Walking, Stumbling, Filmed"
2774,"Neo Cab (Gideon's surveillance suit)",Game,"Gideon DeKalb's mother",2777,,,"Monitoring, Informed, Criticised"
2774,"Neo Cab (Gideon's surveillance suit)",Game,"Gideon DeKalb's mother",2777,,,"Monitoring, Informed, Criticised"
2774,"Neo Cab (Gideon's surveillance suit)",Game,"Gideon DeKalb's mother",2777,,,"Monitoring, Informed, Criticised"
2774,"Neo Cab (Gideon's surveillance suit)",Game,"Gideon DeKalb",2775,,,"Monitored, Questioned, Complaining, Criticising"
2774,"Neo Cab (Gideon's surveillance suit)",Game,,,,"Body scans, Camera","Monitoring, Mediating, Informing, Questioned, Criticised"
2774,"Neo Cab (Gideon's surveillance suit)",Game,"Gideon DeKalb",2775,,,"Monitored, Questioned, Complaining, Criticising"
2774,"Neo Cab (Gideon's surveillance suit)",Game,,,,"Body scans, Camera","Monitoring, Mediating, Informing, Questioned, Criticised"
2774,"Neo Cab (Gideon's surveillance suit)",Game,"Gideon DeKalb",2775,,,"Monitored, Questioned, Complaining, Criticising"
2774,"Neo Cab (Gideon's surveillance suit)",Game,,,,"Body scans, Camera","Monitoring, Mediating, Informing, Questioned, Criticised"
2774,"Neo Cab (Gideon's surveillance suit)",Game,"Gideon DeKalb",2775,,,"Monitored, Questioned, Complaining, Criticising"
2774,"Neo Cab (Gideon's surveillance suit)",Game,,,,"Body scans, Camera","Monitoring, Mediating, Informing, Questioned, Criticised"
2774,"Neo Cab (Gideon's surveillance suit)",Game,"Lina Romero",1741,,,Questioning
2774,"Neo Cab (Gideon's surveillance suit)",Game,,,,"Body scans, Camera","Monitoring, Mediating, Informing, Questioned, Criticised"
2772,"Neo Cab (Feelgrid emotion device)",Game,"Lina Romero",1741,,,"Analysed, Explained, Understanding, Influenced"
2772,"Neo Cab (Feelgrid emotion device)",Game,"Lina Romero",1741,,,"Analysed, Explained, Understanding, Influenced"
2772,"Neo Cab (Feelgrid emotion device)",Game,"Lina Romero",1741,,,"Analysed, Explained, Understanding, Influenced"
2772,"Neo Cab (Feelgrid emotion device)",Game,"Lina Romero",1741,,,"Analysed, Explained, Understanding, Influenced"
2772,"Neo Cab (Feelgrid emotion device)",Game,,,,"Body scans, Emotion recognition","Analysing, Explaining, Displaying, Influencing"
2772,"Neo Cab (Feelgrid emotion device)",Game,,,,"Body scans, Emotion recognition","Analysing, Explaining, Displaying, Influencing"
2772,"Neo Cab (Feelgrid emotion device)",Game,,,,"Body scans, Emotion recognition","Analysing, Explaining, Displaying, Influencing"
2772,"Neo Cab (Feelgrid emotion device)",Game,,,,"Body scans, Emotion recognition","Analysing, Explaining, Displaying, Influencing"
2771,"Gradient Ascent (self-driving car)","Art, Video art",,,,UGV,"Driving, Travelling, Observed"
2771,"Gradient Ascent (self-driving car)","Art, Video art",,,,UGV,"Driving, Travelling, Observed"
2771,"Gradient Ascent (self-driving car)","Art, Video art",,,,UGV,"Driving, Travelling, Observed"
2771,"Gradient Ascent (self-driving car)","Art, Video art",,,Creator,,"Narrating, Reflecting, Juxtapositioning"
2771,"Gradient Ascent (self-driving car)","Art, Video art",,,Creator,,"Narrating, Reflecting, Juxtapositioning"
2771,"Gradient Ascent (self-driving car)","Art, Video art",,,Creator,,"Narrating, Reflecting, Juxtapositioning"
2771,"Gradient Ascent (self-driving car)","Art, Video art",,,,Camera,"Documenting, Capturing"
2771,"Gradient Ascent (self-driving car)","Art, Video art",,,,Camera,"Documenting, Capturing"
2769,"Batman: Arkham Knight (Scan drone to locate weak points)",Game,Batman,1478,,,"Scanning, Assessing, Evading"
2769,"Batman: Arkham Knight (Scan drone to locate weak points)",Game,,,,UGV,"Scanned, Assesed, Evaded, Revealed"
2769,"Batman: Arkham Knight (Scan drone to locate weak points)",Game,,,,UGV,"Scanned, Assesed, Evaded, Revealed"
2769,"Batman: Arkham Knight (Scan drone to locate weak points)",Game,,,,UGV,"Scanned, Assesed, Evaded, Revealed"
2769,"Batman: Arkham Knight (Scan drone to locate weak points)",Game,,,,UGV,"Scanned, Assesed, Evaded, Revealed"
2769,"Batman: Arkham Knight (Scan drone to locate weak points)",Game,,,,"3D scans, Non-Visible Spectrum, Object recognition","Scanning, Revealing"
2769,"Batman: Arkham Knight (Scan drone to locate weak points)",Game,Batman,1478,,,"Scanning, Assessing, Evading"
2769,"Batman: Arkham Knight (Scan drone to locate weak points)",Game,,,,"3D scans, Non-Visible Spectrum, Object recognition","Scanning, Revealing"
2769,"Batman: Arkham Knight (Scan drone to locate weak points)",Game,Batman,1478,,,"Scanning, Assessing, Evading"
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,Batman,1478,,,"Investigating, Scanning, Communicating"
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,"Anthony Lund",2768,,,"Scanned, Identified, Dead"
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,Batman,1478,,,"Investigating, Scanning, Communicating"
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,"Anthony Lund",2768,,,"Scanned, Identified, Dead"
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,Batman,1478,,,"Investigating, Scanning, Communicating"
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,Alfred,2767,,,"Commenting, Projected"
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,,,,"Body scans, MicroscopeOrTelescope, Non-Visible Spectrum","Scanning, Calibrating, Zooming, Magnifying"
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,Alfred,2767,,,"Commenting, Projected"
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,,,,"Body scans, MicroscopeOrTelescope, Non-Visible Spectrum","Scanning, Calibrating, Zooming, Magnifying"
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,,,,"Augmented reality",Projecting
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,,,,"Body scans, MicroscopeOrTelescope, Non-Visible Spectrum","Scanning, Calibrating, Zooming, Magnifying"
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,,,,"Facial recognition",Identifying
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,,,,"Body scans, MicroscopeOrTelescope, Non-Visible Spectrum","Scanning, Calibrating, Zooming, Magnifying"
2766,"Batman: Arkham Knight (Investigate mutilated body)",Game,"Anthony Lund",2768,,,"Scanned, Identified, Dead"
2761,"Spycraft (Killing hostiles with night vision)",Game,Thorn,1234,,,"Targeting, Shooting, Killing"
2761,"Spycraft (Killing hostiles with night vision)",Game,Thorn,1234,,,"Targeting, Shooting, Killing"
2761,"Spycraft (Killing hostiles with night vision)",Game,Thorn,1234,,,"Targeting, Shooting, Killing"
2761,"Spycraft (Killing hostiles with night vision)",Game,,,,"Non-Visible Spectrum",Revealing
2761,"Spycraft (Killing hostiles with night vision)",Game,,,Military,,"Targeted, Shooting, Killed"
2761,"Spycraft (Killing hostiles with night vision)",Game,,,Military,,"Targeted, Shooting, Killed"
2761,"Spycraft (Killing hostiles with night vision)",Game,,,Military,,"Targeted, Shooting, Killed"
2760,"Any Vision (Magnifying poem text)",Art,,,Object,,"Observed, Read, Revealed"
2760,"Any Vision (Magnifying poem text)",Art,,,,MicroscopeOrTelescope,"Magnifying, Alienating, Revealing"
2760,"Any Vision (Magnifying poem text)",Art,,,,MicroscopeOrTelescope,"Magnifying, Alienating, Revealing"
2760,"Any Vision (Magnifying poem text)",Art,,,,MicroscopeOrTelescope,"Magnifying, Alienating, Revealing"
2760,"Any Vision (Magnifying poem text)",Art,,,Object,,"Observed, Read, Revealed"
2760,"Any Vision (Magnifying poem text)",Art,,,Object,,"Observed, Read, Revealed"
2757,"Subnautica (Holographic map and resource scan)",Game,"Ryley Robinson",1131,,,"Scanning, Learning, Planning"
2757,"Subnautica (Holographic map and resource scan)",Game,"Ryley Robinson",1131,,,"Scanning, Learning, Planning"
2757,"Subnautica (Holographic map and resource scan)",Game,"Ryley Robinson",1131,,,"Scanning, Learning, Planning"
2757,"Subnautica (Holographic map and resource scan)",Game,,,,"3D scans, Holograms","Generating, Locating, Identifying, Limited, Scanning"
2757,"Subnautica (Holographic map and resource scan)",Game,,,,"3D scans, Holograms","Generating, Locating, Identifying, Limited, Scanning"
2757,"Subnautica (Holographic map and resource scan)",Game,,,,"3D scans, Holograms","Generating, Locating, Identifying, Limited, Scanning"
2757,"Subnautica (Holographic map and resource scan)",Game,,,,"3D scans, Holograms","Generating, Locating, Identifying, Limited, Scanning"
2757,"Subnautica (Holographic map and resource scan)",Game,,,,"3D scans, Holograms","Generating, Locating, Identifying, Limited, Scanning"
2755,"Portal (Avoiding GLaDOS's vision)",Game,GLaDOS,1063,,,"Disobeyed, Searching, Controlling, Limited"
2755,"Portal (Avoiding GLaDOS's vision)",Game,,,,AI,"Disobeyed, Searching, Controlling, Limited"
2755,"Portal (Avoiding GLaDOS's vision)",Game,GLaDOS,1063,,,"Disobeyed, Searching, Controlling, Limited"
2755,"Portal (Avoiding GLaDOS's vision)",Game,,,,AI,"Disobeyed, Searching, Controlling, Limited"
2755,"Portal (Avoiding GLaDOS's vision)",Game,GLaDOS,1063,,,"Disobeyed, Searching, Controlling, Limited"
2755,"Portal (Avoiding GLaDOS's vision)",Game,,,,"Surveillance cameras","Searching, Controlled, Limited"
2755,"Portal (Avoiding GLaDOS's vision)",Game,Chell,1060,,,"Disobeying, Exploring, Hiding"
2755,"Portal (Avoiding GLaDOS's vision)",Game,,,,"Surveillance cameras","Searching, Controlled, Limited"
2755,"Portal (Avoiding GLaDOS's vision)",Game,Chell,1060,,,"Disobeying, Exploring, Hiding"
2755,"Portal (Avoiding GLaDOS's vision)",Game,,,,"Surveillance cameras","Searching, Controlled, Limited"
2755,"Portal (Avoiding GLaDOS's vision)",Game,Chell,1060,,,"Disobeying, Exploring, Hiding"
2755,"Portal (Avoiding GLaDOS's vision)",Game,,,,AI,"Disobeyed, Searching, Controlling, Limited"
2755,"Portal (Avoiding GLaDOS's vision)",Game,GLaDOS,1063,,,"Disobeyed, Searching, Controlling, Limited"
2755,"Portal (Avoiding GLaDOS's vision)",Game,,,,AI,"Disobeyed, Searching, Controlling, Limited"
2749,"Seed (GAN prank on fellow student)","Narrative, Comic",,,,"Image generation, Machine learning","Learning, Generating, Replicating"
2749,"Seed (GAN prank on fellow student)","Narrative, Comic",,,,"Image generation, Machine learning","Learning, Generating, Replicating"
2749,"Seed (GAN prank on fellow student)","Narrative, Comic",,,,"Image generation, Machine learning","Learning, Generating, Replicating"
2749,"Seed (GAN prank on fellow student)","Narrative, Comic",Darren,2750,,,"Classified, Replicated, Pranked, Surprised, Irritated"
2749,"Seed (GAN prank on fellow student)","Narrative, Comic",Darren,2750,,,"Classified, Replicated, Pranked, Surprised, Irritated"
2749,"Seed (GAN prank on fellow student)","Narrative, Comic",Darren,2750,,,"Classified, Replicated, Pranked, Surprised, Irritated"
2749,"Seed (GAN prank on fellow student)","Narrative, Comic","Emma (Seed)",1095,,,"Classifying, Pranking"
2749,"Seed (GAN prank on fellow student)","Narrative, Comic",Darren,2750,,,"Classified, Replicated, Pranked, Surprised, Irritated"
2749,"Seed (GAN prank on fellow student)","Narrative, Comic","Emma (Seed)",1095,,,"Classifying, Pranking"
2749,"Seed (GAN prank on fellow student)","Narrative, Comic",Darren,2750,,,"Classified, Replicated, Pranked, Surprised, Irritated"
2741,"The Battle of Ilovaisk (recognizing tanks)",Art,,,Creator,,"Training, Selecting, Collecting, Demonstrating"
2741,"The Battle of Ilovaisk (recognizing tanks)",Art,,,,"Machine learning","Trained, Detecting, Analysing, Searching, Classifying"
2741,"The Battle of Ilovaisk (recognizing tanks)",Art,,,Creator,,"Training, Selecting, Collecting, Demonstrating"
2741,"The Battle of Ilovaisk (recognizing tanks)",Art,,,Image,,"Classified, Exposing"
2741,"The Battle of Ilovaisk (recognizing tanks)",Art,,,Creator,,"Training, Selecting, Collecting, Demonstrating"
2741,"The Battle of Ilovaisk (recognizing tanks)",Art,,,Image,,"Classified, Exposing"
2741,"The Battle of Ilovaisk (recognizing tanks)",Art,,,Creator,,"Training, Selecting, Collecting, Demonstrating"
2741,"The Battle of Ilovaisk (recognizing tanks)",Art,,,,"Machine learning","Trained, Detecting, Analysing, Searching, Classifying"
2741,"The Battle of Ilovaisk (recognizing tanks)",Art,,,,"Machine learning","Trained, Detecting, Analysing, Searching, Classifying"
2741,"The Battle of Ilovaisk (recognizing tanks)",Art,,,,"Machine learning","Trained, Detecting, Analysing, Searching, Classifying"
2741,"The Battle of Ilovaisk (recognizing tanks)",Art,,,,"Machine learning","Trained, Detecting, Analysing, Searching, Classifying"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,User,,"Wearing, Hacking, Walking, Alerted"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,,"Surveillance cameras","Exposed, Mapped, Recording, Detected, Capturing, Hacked"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,User,,"Wearing, Hacking, Walking, Alerted"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,,"Surveillance cameras","Exposed, Mapped, Recording, Detected, Capturing, Hacked"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,User,,"Wearing, Hacking, Walking, Alerted"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,,"Surveillance cameras","Exposed, Mapped, Recording, Detected, Capturing, Hacked"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,Object,,"Alerting, Exposing, Mapping"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,,"Surveillance cameras","Exposed, Mapped, Recording, Detected, Capturing, Hacked"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,Object,,"Alerting, Exposing, Mapping"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,Object,,"Alerting, Exposing, Mapping"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,,"Surveillance cameras","Exposed, Mapped, Recording, Detected, Capturing, Hacked"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,User,,"Wearing, Hacking, Walking, Alerted"
2738,"Pontos cegos / Blind spots (exposing surveillance cameras)","Art, Performance art, Installation art",,,,"Surveillance cameras","Exposed, Mapped, Recording, Detected, Capturing, Hacked"
2737,"Tom Clancy's Ghost Recon Wildlands (Night/thermal vision)",Game,Weaver,723,,,Enhanced
2737,"Tom Clancy's Ghost Recon Wildlands (Night/thermal vision)",Game,,,,"Non-Visible Spectrum","Highlighting, Enhancing, Detecting"
2737,"Tom Clancy's Ghost Recon Wildlands (Night/thermal vision)",Game,,,,"Non-Visible Spectrum","Highlighting, Enhancing, Detecting"
2737,"Tom Clancy's Ghost Recon Wildlands (Night/thermal vision)",Game,,,,"Non-Visible Spectrum","Highlighting, Enhancing, Detecting"
2732,"NieR: Automata (Holographic Red Girls)",Game,9S,2731,,,"Comprehending, Frustrated, Attacking"
2732,"NieR: Automata (Holographic Red Girls)",Game,"Red Girls",2733,,,"Explaining, Attacked, Evading, Projected"
2732,"NieR: Automata (Holographic Red Girls)",Game,"Red Girls",2733,,,"Explaining, Attacked, Evading, Projected"
2732,"NieR: Automata (Holographic Red Girls)",Game,"Red Girls",2733,,,"Explaining, Attacked, Evading, Projected"
2732,"NieR: Automata (Holographic Red Girls)",Game,"Red Girls",2733,,,"Explaining, Attacked, Evading, Projected"
2732,"NieR: Automata (Holographic Red Girls)",Game,,,,Holograms,Projecting
2732,"NieR: Automata (Holographic Red Girls)",Game,9S,2731,,,"Comprehending, Frustrated, Attacking"
2732,"NieR: Automata (Holographic Red Girls)",Game,9S,2731,,,"Comprehending, Frustrated, Attacking"
2727,"Outside the Wire (Locating and tracking android soldier)","Narrative, Movie",,,,Drones,"Locating, Tracking"
2727,"Outside the Wire (Locating and tracking android soldier)","Narrative, Movie",,,,Drones,"Locating, Tracking"
2727,"Outside the Wire (Locating and tracking android soldier)","Narrative, Movie","Captain Leo",2725,,,"Located, Tracked"
2727,"Outside the Wire (Locating and tracking android soldier)","Narrative, Movie","Captain Leo",2725,,,"Located, Tracked"
2727,"Outside the Wire (Locating and tracking android soldier)","Narrative, Movie","Corporal Mandy Bale",2728,,,"Searching, Locating, Tracking"
2727,"Outside the Wire (Locating and tracking android soldier)","Narrative, Movie","Corporal Mandy Bale",2728,,,"Searching, Locating, Tracking"
2727,"Outside the Wire (Locating and tracking android soldier)","Narrative, Movie","Corporal Mandy Bale",2728,,,"Searching, Locating, Tracking"
2727,"Outside the Wire (Locating and tracking android soldier)","Narrative, Movie","Lt. Thomas Harp",2724,,,Searching
2726,"Outside the Wire (Drone strike friendly fire)","Narrative, Movie",,,,Drones,"Informing, Killing"
2726,"Outside the Wire (Drone strike friendly fire)","Narrative, Movie",,,,Drones,"Informing, Killing"
2726,"Outside the Wire (Drone strike friendly fire)","Narrative, Movie",,,Military,,"Observed, Killed"
2726,"Outside the Wire (Drone strike friendly fire)","Narrative, Movie","Lt. Thomas Harp",2724,,,"Observing, Disobeying, Informed, Killing, Deciding"
2726,"Outside the Wire (Drone strike friendly fire)","Narrative, Movie",,,Military,,"Observed, Killed"
2726,"Outside the Wire (Drone strike friendly fire)","Narrative, Movie","Lt. Thomas Harp",2724,,,"Observing, Disobeying, Informed, Killing, Deciding"
2726,"Outside the Wire (Drone strike friendly fire)","Narrative, Movie","Lt. Thomas Harp",2724,,,"Observing, Disobeying, Informed, Killing, Deciding"
2726,"Outside the Wire (Drone strike friendly fire)","Narrative, Movie","Lt. Thomas Harp",2724,,,"Observing, Disobeying, Informed, Killing, Deciding"
2726,"Outside the Wire (Drone strike friendly fire)","Narrative, Movie","Lt. Thomas Harp",2724,,,"Observing, Disobeying, Informed, Killing, Deciding"
2721,"Tacoma (Bioscan)",Game,,,,"Body scans","Revealing, Diagnosing, Read, Scanning"
2721,"Tacoma (Bioscan)",Game,,,,"Body scans","Revealing, Diagnosing, Read, Scanning"
